power_consumption,voltage,current
202,232.73288643244564,15.071370042959217
535,231.0963121708445,17.142949636526627
960,221.8200418210266,16.49984202800609
370,234.52794065300458,7.245559519354366
206,230.94892613798223,11.35917219369953
171,229.0182089483221,7.29475701242844
800,238.20942556806546,8.528533772029771
120,225.959189030839,18.03889436976579
714,230.4720455203002,12.093379484497731
221,233.95283742986928,13.030371527639913
566,235.92943551347756,7.676689478416582
314,229.18693615892346,9.68407679073194
430,236.8418283003742,8.453692526418049
558,235.37835482630794,8.092792467776396
187,221.32471955703733,14.569411899739551
472,220.91722532809266,8.853257714685721
199,232.41611368844184,14.480232290306278
971,226.94826816450828,5.876819211628309
763,224.1826158215703,7.1266159029065275
230,231.59299868943478,9.11810381000188
761,226.8312642091309,13.955703753435374
408,230.7452683342814,15.13761867631064
869,229.20238317967144,11.640754501692907
443,231.69532211898309,11.686863718658435
591,228.00600977820562,15.867752770979271
513,233.95335147393862,5.2373163764837365
905,223.60134544698596,10.11635036711331
485,233.93002932454158,17.28060585678849
291,228.23322428715056,14.048291153200584
376,237.48635209708834,10.058406991331307
260,230.30472109728422,18.582871884945106
559,239.46220698540208,16.589340911740738
413,232.0387079108192,8.973431708551
121,224.4769813181264,14.679347562885754
352,236.43581273688898,13.93626092283435
847,226.90165255644774,11.017818710584741
956,226.95238428965368,10.50434118807201
660,220.6360936297033,10.15340712163556
574,230.97430618414816,14.257336750934702
158,230.68847007465047,11.636149047210044
610,227.11982968543973,17.47794669877133
781,237.8843452579185,15.044039242009429
575,222.57496796599287,6.048974085641512
799,226.6019902662031,14.602523357422491
882,226.43165529360058,9.067211547502772
289,221.84581172457493,13.89217987480134
786,229.62290788112585,15.20197896655177
662,233.75569434192167,8.462437837310182
975,230.23314027094523,11.85287967320553
666,223.13955365432386,7.854872942286017
343,227.54571930484144,5.785083136797625
931,220.05190048767292,10.677146352288036
604,237.36602214071172,10.44416407768988
230,221.69034015361365,19.932207360563858
584,231.94556164510863,11.695285267964632
918,239.7251399173363,10.003543242083007
746,230.73181291974666,13.707125100750119
120,238.48083518214867,6.331510911616527
940,224.7223306623481,19.4249860393222
266,235.19910817875171,14.524400683865498
373,230.62531507947068,16.322567299112716
487,234.4103212278293,7.5571690726087635
700,221.24682725022484,11.142167795078059
415,222.95478183812455,11.340336700942842
113,222.66233857174956,17.327096658516304
341,233.74331010806662,5.018550196391142
876,236.88881345267257,9.512796625298826
445,234.99232464017174,19.718545615164558
664,220.60944305467189,12.123298152593279
997,237.34429962149446,10.737894203660124
439,227.0829334158625,6.797435030264696
191,227.94327665008166,19.612469429420234
466,222.09738333064962,5.300395338887367
554,234.7481041218764,16.057703375108645
527,223.64567756951917,16.528997071827625
608,231.27930184037672,8.654850740958
875,236.8141997175586,15.07337665419556
134,221.78408657424112,6.393937165690849
305,230.70671128031046,8.855708996481198
180,224.66432823099603,16.818529824383972
661,226.8585372855652,17.970292880503102
971,229.47939882861112,14.12729618989687
487,227.1020860655861,12.602576477307238
101,232.97645680583153,7.389560309284704
489,229.59164203508502,5.946635496187253
665,231.68398969428338,6.764735427103379
205,234.73644950789827,8.410359501441482
871,231.15484531900876,10.125117528453814
921,231.73070869321518,10.713642882664807
576,231.28917085045282,10.194826528835053
802,227.5754525190258,8.585829982958984
501,226.74893667743837,12.645863701275472
829,237.99294794290023,17.37929162349345
655,232.15110444587145,9.195553077072187
261,224.88706310929308,19.135805286533497
301,229.9649539569788,18.100049925857718
369,226.6069696256183,7.426463170281644
962,238.6738364751975,16.794139351356417
915,220.1506872626815,13.6188107347665
370,224.50665595425056,13.498630432571279
555,227.30713639348116,10.865641445872615
561,229.75619601617475,12.517294987730146
826,237.0163503567229,10.957681661438166
351,221.7577524908029,13.095989281399142
801,236.11729773482287,14.419250791589537
395,221.1130697871395,15.114557096135727
824,236.84628070596364,12.987217888391392
819,221.03270955749025,15.821331009930976
848,220.3648496285672,7.119170739132587
437,233.93922924732843,8.179737363533578
978,239.94511069536787,17.28102506111405
152,237.9322052594804,9.837919667696227
891,231.5199683561132,5.343407374641804
316,238.34791226171063,7.306867245020467
863,220.10600012795211,8.35421651744467
287,239.50134325890286,19.359843318418807
479,229.8149755851757,13.595621433962739
592,234.4579219324355,18.99096110714382
140,236.41722946306706,13.627450257449373
256,234.36914541673107,12.190316602067776
114,230.70073464089822,9.705915367911441
912,229.53238968252825,14.095564166500633
164,236.7716511740525,7.087970369262948
956,224.10155120298919,18.47392440939059
938,239.35988133008468,17.439986077119258
620,234.21904957673496,9.762971718151055
443,223.9901385467664,19.291962914019415
228,234.72494367396976,17.378011511233524
747,230.59680046362234,14.994603287525596
571,234.1446019128889,6.826428666879122
162,235.35559002885677,12.173510345721084
238,221.7458035917935,12.591613322701264
598,230.12207912718694,8.488270375480703
692,238.6402868451387,6.199480915389529
491,226.41284384319027,16.65085445707539
774,231.87766195115796,6.8305257818659255
518,227.38460963019793,13.91436125842662
388,229.085359444382,19.046737608254908
478,230.97206235876305,18.141577888970637
872,230.97843959777956,9.166289356238916
589,224.0346092466047,17.77172956326898
330,233.69143095759665,5.004987591807341
140,221.75736222485313,5.265317144198859
127,222.7764954688404,14.038297457642974
234,220.05421798828658,10.471973287167941
300,222.33392128283361,10.796912617387207
939,229.46332402103783,13.466616360183238
879,232.12203762111676,7.876736833877908
132,235.88578899932924,8.176330259982176
147,222.13398500226873,12.26902380528297
602,237.0145492003291,16.313803165157946
506,234.91949051097436,14.292466271113815
673,228.17036585871833,9.460325723552582
827,238.65876134199908,11.455057662633818
904,239.8185895291478,7.559971378249976
198,224.10003620106474,6.119447215056226
783,227.584571699276,16.74044061116224
971,238.5289884717942,8.980811137822919
825,234.43193101502555,7.666495817768723
646,220.96189287928175,15.37427083353979
838,235.6302896350283,14.27077511430779
712,236.55881774354984,14.49784439020196
561,235.01003849530628,8.433419072699204
742,235.9907426183903,8.489683078440216
868,236.50265353385595,8.312039446784587
104,223.7280997357629,7.606288934934417
317,224.7138349213,14.835855088424845
602,232.67517127440354,17.72023827874102
866,238.15732260925031,15.864762045149918
497,226.3239316459299,16.881404506408145
970,231.76613351590115,11.071976436277996
894,233.65964126834265,14.811136930579972
492,229.0389720259808,10.313543606671619
306,234.2756490971065,12.8825693295296
114,237.99334890584345,12.224522698022934
957,232.48203088363675,7.653307177157815
653,230.79562123829265,10.806181405034462
991,228.7748935077668,19.457334132235268
560,231.5497254181225,8.728703865724132
790,227.10724903636793,7.00705604419233
674,227.82964220403005,11.27870932435903
963,230.63714959376347,16.85506603790222
842,221.33238224781633,13.732223446699583
340,224.58050781849593,15.214622408573668
663,230.85698621226817,7.845422722620158
195,228.63056286272885,14.284222895115823
999,226.6563157182497,9.852505923672107
833,234.61098273618603,17.514550489321515
584,233.87435214806678,14.439482090161043
506,223.33461519986767,7.982844166629439
330,237.57258230746876,5.969250197661292
848,229.9084725280793,5.639498139305491
754,234.82921822278092,10.571128514752111
270,231.46301698514776,8.987767049814703
640,239.95385231847686,14.69135185193762
135,235.04806240077644,12.490007524679275
624,234.1396092248692,8.990289170080711
259,235.57143878101502,7.238566669252641
938,222.86255971096938,6.907996440311743
798,224.09089186338926,17.969905882106264
342,234.28128164447227,8.652169526073008
185,229.87962974261725,14.775659718664524
895,235.09270583720235,17.16028891979399
677,222.0583206148829,14.211219667771042
781,230.7296270296919,17.89347847470419
656,227.57643131113832,10.885905822927118
673,229.14000438563357,19.343332859734225
745,232.07915744145026,6.997175062671454
895,230.0457669492506,6.532242944863071
127,230.79721274225673,14.880382193111654
719,229.72714963991217,19.142467121198926
655,228.17910354170988,17.133251924544922
439,235.4376396119649,6.1462528915707715
897,220.2440614463609,9.190515709020746
430,231.96885402410453,18.954783272567354
739,231.31016694645947,8.795876492011768
605,234.32358149465904,16.71755635680379
447,231.98058729554654,17.376982938930556
572,236.53597655618157,12.431781551914726
330,239.18149589128055,10.795233647724732
289,226.85048514357086,11.751866486296395
324,224.54701966059974,8.404470415480462
484,228.47193724840966,18.340863741932665
476,225.75859232951453,11.759294850946368
382,232.2990052630531,18.236891606841496
732,238.2370481768593,6.585402198594111
727,222.78232388286125,19.82412906500197
844,222.01589206031773,11.649096311654274
358,225.12031063707323,5.717462305911582
458,234.52191172124802,5.570327723561824
809,231.85925810517642,16.19310886222758
555,222.04425328450398,14.88553301305521
510,238.37501044521494,17.031958371913813
748,235.80169274248175,6.58051300929209
417,220.46045209575274,5.533563005533225
776,233.02734421976493,12.628689341713677
324,235.42493337039477,10.813928472241543
918,227.48870739440844,11.929204050064335
333,221.37843078734437,19.87382613305411
783,221.54642130977575,19.561249365060053
763,222.0849393210362,19.13473084509789
926,236.80879263960847,16.75764015151511
473,238.21372396511427,10.322620403853357
771,222.45621563691466,11.181963953941574
707,224.71812069190162,13.244240655783868
571,223.3104102073458,17.4580168460726
332,223.7264175898824,6.030692487774017
791,236.74981578004986,11.364453288273321
212,226.64292825309877,6.23926495188903
929,226.22888528091283,12.719863798602674
596,224.54791241754225,18.48351236009353
541,232.15788787588517,16.73727386845907
663,227.586113967711,8.41763626314665
367,234.88499303686578,19.639862743981887
609,224.11159616751274,15.010255970696425
906,235.75579777428985,5.156415490961046
485,232.07443063460278,8.831202270278293
486,222.28534600111377,8.91069949879875
212,228.29009168407256,6.038814594287899
712,237.27036281225915,19.397397771138934
724,238.45920463596968,12.173829418638856
180,229.31400244637626,18.437218960578228
798,229.61673956178146,9.833232551669425
212,238.369094498786,6.878503556492407
101,231.74136448273134,12.115041648593209
741,220.65693340486877,6.709349520714758
319,238.25498925758257,12.290232544663098
665,224.96452885514304,18.80445771829112
954,231.55263908183093,12.811522127513191
835,223.31026634855948,14.247495903426252
324,220.6775832049319,7.349576554607125
484,226.22946342265516,5.656034388199542
502,235.60991415092175,6.662119432697105
737,225.55174345258837,13.977973635265485
229,224.40194428162195,6.42517548488457
152,224.25361568682453,10.63989334911967
783,230.30347364813625,13.25137910687234
829,239.51082631365512,10.829791979447705
771,229.17977976034027,7.455257021979522
809,231.14610737780094,9.106869612711598
515,237.21264035781468,18.924762992728652
346,230.70139437867317,15.139734133795331
935,223.68925742837712,12.4407175801983
538,225.99191823532954,5.190723349803402
302,226.19873852537222,19.886231007342055
283,227.94636230915197,15.071824023419648
222,228.535778106735,9.753837160174175
500,235.9956404414854,18.189029899967572
866,226.98773998098665,8.876474304377272
393,229.3646365688276,13.160248687741273
379,232.49951974102106,14.541061455947377
936,227.55451894880338,8.315950571805928
983,236.73129626584665,19.67595918200894
709,231.74907208468147,16.222878589684964
297,225.88089358441943,13.367198382666048
610,234.28118399579657,7.7089189726295135
851,230.5529546028957,5.807873104970392
243,230.68911782514493,9.800897487814751
708,229.62175896775173,16.297810038701044
300,229.94023897642498,9.039969474530377
223,235.30712562132481,13.093343307432576
286,222.0596295866263,15.919207650961148
425,226.68725622620966,6.619155719696965
563,221.5100672760778,15.279470241738101
448,235.06492441494902,6.378063315650671
870,225.446037094406,19.476946131904946
759,237.94860819637768,12.325911950974094
863,230.53156933318587,7.260141615648161
502,236.01499542972243,10.135754540503196
445,239.57862871231922,11.201246739428921
610,236.7957771891314,16.37277516614806
246,237.33987520023047,16.15135679114914
247,228.1596899072969,14.179107580059965
963,231.03445190518678,6.588960688377394
810,225.07777128086607,7.2735405738151035
919,223.92226199386906,6.406353809683349
588,230.11015758212068,13.657591749313251
739,231.90097959400842,18.15707662267106
650,226.78542491792382,11.507007683821577
437,231.38887035527,7.4127226093661935
971,237.74920965027007,13.370634877234505
740,231.13443169566733,17.176283252985648
878,234.41626192621013,16.125680922693952
572,236.1062993471581,18.221761695125323
250,239.77457563910886,9.168531458733018
514,232.0639480435396,7.909308009016623
397,236.13700297925172,18.19724728912908
710,239.2529863710975,14.863404691670347
362,238.88819451154546,9.663933950113313
863,222.82163697555427,16.135220758587636
243,228.12784616547043,17.226775767205517
445,226.479801222136,14.224673605116985
723,221.738500299007,15.318261648198726
671,232.6648154982192,10.628898566639995
980,234.71809226392006,13.080435010145587
101,236.96256190933767,12.862387560892433
996,222.45553779325417,17.720716866961578
403,237.52888151750588,17.59945970423274
353,232.85851127228506,17.490207040205647
751,234.0789227027702,5.165474213936987
552,238.21248007080607,16.243182267033326
136,232.495225420865,16.380145851665073
259,226.7173171429967,15.175682342827127
108,236.5021466284532,16.343969868371786
332,227.26118424390182,17.62955557245063
198,220.68456221641057,12.054785811526784
758,236.613090131305,12.530753202326707
915,226.9038428976255,6.870710853670857
307,235.4766904640268,10.780638245710428
230,227.2551578933189,14.650477698676765
503,237.22136039949444,16.70599664220912
251,224.39021050161918,8.258136465368159
153,239.4909453039774,7.067343487388531
219,235.59517549576063,14.945630067507384
772,222.28475851840793,5.0281982528736595
727,231.3155323993312,7.675588764609947
686,239.7073462448347,5.436070705159306
724,229.42130905387629,7.503276767823063
519,223.64214277643165,7.719789198882578
521,229.69556734300693,10.815103921255913
203,230.24915311763843,11.03490687029834
951,234.8337388845733,18.113937059153567
353,233.97691706321808,12.651645687482379
326,228.0510008719396,15.851071484184294
211,224.36046214988173,6.562060368804312
609,232.9010833553866,8.381581331955408
572,228.43407869106562,15.544151614680151
198,222.6455242225066,5.792059407027922
252,238.01144602472772,12.298964933656297
960,233.8244371521931,13.990534484944007
995,233.66367712890963,14.032184660787216
977,236.45167751823348,5.3439921690206305
437,230.59323357310163,9.831620063437782
805,236.30108856804915,14.54735976573731
921,229.96181507022013,7.2349960422386514
262,221.3435079983142,15.431234724920799
819,228.10496176055378,16.18887813220512
780,229.94929787959782,19.72953785669218
260,234.40405163264592,8.147629922846141
679,222.1315746025735,17.376960014991727
900,222.80037077320898,12.804448653779811
497,225.27367605269234,10.601938942162601
376,225.32996786741765,6.835651359877669
915,234.64369156918124,16.032584097313062
603,225.01461321123196,8.537863987155307
995,232.66196126714894,10.571330028095687
491,229.88547700276544,5.938133403460527
234,231.465887563588,17.020503737292785
294,236.76213926356593,16.49882785957465
500,228.08763003098048,16.004237450634687
739,235.4182275412854,9.4916526573783
132,228.44072119101375,7.602201113989358
787,227.077427531225,14.563298967053447
559,239.17254354626442,12.442495761698293
982,223.68741841357925,7.673787003569624
569,221.80673921155216,15.288669065747955
474,235.41971851070957,19.866896477319557
121,221.36499410708183,16.208293816130563
849,236.74157981406057,16.099795800284177
769,228.74386792714486,19.254691293958878
137,238.31027354583827,8.044045513623534
329,234.4306572224381,13.483249473821605
464,232.20809334015917,19.694700725508252
662,238.9861359411553,7.479411664552618
537,227.93298746104108,15.503779391667814
875,239.08173873079267,13.78715218957853
382,222.70002554842415,13.797186382830605
126,229.67509883864827,15.465059412801127
325,225.3982244478439,18.944253843135265
376,230.79685557816387,16.73872909777007
897,223.2402775578317,5.84204155124315
708,236.83059320620086,17.790920298135667
383,236.92815698629116,8.383119948885989
978,239.10472625446957,10.65371247104558
580,223.09344281766474,11.925992204185732
552,232.4666510180998,12.213590011296045
928,229.4847461740074,11.527705988830352
915,226.88767464088465,19.060299413237967
758,227.03080322268437,15.590285114960368
615,228.25587101213506,14.467559689350596
646,234.09851099377906,5.747630416744124
291,231.9657211653631,18.55869995390562
148,229.19363025522262,18.64085288012594
611,221.51866820739244,16.703195951451534
116,221.55530688157913,5.105438057204287
271,220.04678781251556,5.859203766164351
319,239.35398776414172,8.378355534027346
257,220.1050763711677,6.970241122173601
576,222.0618749202749,10.98254044555594
145,226.29193113618823,18.839345871316844
472,236.14860503633523,12.080906512954975
617,239.24197571528236,5.201039396482484
198,235.8002711758371,9.24118534368143
991,233.81120464891282,5.668923625594423
844,230.4260133482714,5.544314339202533
136,221.73410423724368,9.135797796433284
379,239.1634158600786,9.134185080184182
448,235.16784827891362,16.80689903902406
596,232.77898770668523,19.622519791716677
401,235.180716910777,10.568106408349975
280,234.48206658546277,11.43330318291558
706,232.74463159578974,17.671841544290324
198,239.61153600359975,9.0220853014327
799,238.0672762527205,7.345727066051719
215,232.93329838234325,17.796344351054756
290,233.8635042291385,5.6975087966009825
352,221.0319161331742,14.295491602991236
260,233.39834929100078,13.429892712002102
355,220.883308754202,10.188806712525414
422,231.76527513939863,9.727842816460385
227,239.9870699913167,16.57786589272432
117,231.1161316287436,6.296369161438197
892,229.46420236162666,8.55176463967078
834,226.25709713011176,15.986730977571346
665,222.4104515757293,13.224808755896364
669,234.62047342916563,6.919823128003796
422,223.8519805557126,18.2320342142309
971,222.3056404249457,10.901717698453872
785,228.43525319461025,17.41802562983259
891,235.90683675918194,16.81569523291563
725,234.9012909624044,14.366381697075921
387,221.0976522929295,12.417216969426395
953,229.10287370072314,19.693262605726353
762,230.44869152142337,7.174476085697256
738,232.89093301251646,15.877335913266721
254,233.00334700886455,7.867860521971835
589,227.29394498914613,10.073946579985225
485,231.2135438800703,9.630481150597928
884,229.62123767688172,19.205539816080844
203,237.6999671304656,19.51034266682413
492,230.60530265269801,7.745231663520907
910,228.82064323496323,5.330527404462563
345,228.089708993637,15.800120594946696
275,231.4485551886693,11.269849008057264
138,236.07953958801795,6.332603676313466
576,230.76802980761576,15.256311583655638
781,233.23310350161083,13.176582923910495
858,234.7571153381305,19.70775233001659
637,230.40336219757464,8.411142437920685
966,228.5363411330973,11.059668144898223
917,237.53330755724897,13.138187050931343
507,228.35012168055783,16.875499826800272
624,229.23885701151175,13.232579850800882
927,239.80682626683554,14.193502412929238
605,220.0047504715177,8.392205773849112
924,223.70945819153445,17.703780921328395
135,227.6792777983945,11.429458204557136
784,238.65179818850507,7.114394412826539
119,221.40059411494943,14.96281871758126
420,220.18970867256996,8.241356797779613
875,221.05367671954457,6.463437653589496
611,221.77086821227238,17.929803626064086
499,220.7519354641252,11.902433967326594
753,229.5956265371301,16.239255690436647
982,231.61514414454655,9.358813397095325
570,225.4337394213801,16.804552023764995
242,227.9657476795127,6.679038905322955
191,221.8339867022286,10.33960060692279
453,226.72740927656844,19.670927269602927
933,230.45038383269048,16.90984574552009
899,234.6454361436929,12.458838954720322
826,220.06692724085957,10.096662073428277
953,229.34621533075304,18.08203550033715
150,225.94005752909766,13.172716386267735
764,237.05643643383803,16.376375268036668
797,234.31106630468483,16.31161520474246
674,231.7821706894179,5.269185178527377
289,225.54531291393548,6.893806741889202
224,238.2067820411507,14.894440495921133
249,220.90201354440646,7.424297169288072
413,222.1893519735823,8.83240016983407
669,227.83260281080712,19.199569312994107
441,222.48875114593713,13.402733875623678
404,239.1283139511885,16.260942604990205
791,235.95978644286765,13.369711081739599
781,225.17965303203627,13.287704221740878
937,231.7710845794649,6.412278651885469
882,239.64661030160164,10.154947889136546
153,237.68397956263004,9.236463480297676
543,232.01596892884396,10.860925484204198
712,238.0744793435054,16.975162823364926
363,239.78369819626718,10.578990018752972
152,234.86705645787248,11.77545228847524
671,221.29972818965788,10.960720857279748
719,228.03160472850976,6.401119579629434
104,236.7565147056649,11.616082373761756
202,224.61138391610038,7.934139095667725
295,236.61285035501248,7.800849436595622
873,222.40677524069991,6.410541566513995
976,220.93890714295625,10.35006461212647
983,227.681812229825,16.36222827184126
449,220.73463874853226,9.146625358750942
146,239.14540525966652,9.685236528282704
966,236.52411391587933,14.640119865086355
922,236.0153937425975,7.937612188803783
919,232.59555845992307,18.454368956353015
755,224.32648046073106,12.802857848773318
368,230.36520733352785,11.714044104803254
469,231.9454814486068,13.367302878938021
735,230.50063001720537,7.490514701242931
205,225.20466735903054,14.202097079587645
769,230.3049584862945,10.446511049510157
758,229.82372681737252,18.457795114469285
756,239.9267155161345,7.532813100165292
219,237.94872296092407,12.605766557981616
930,229.2676149643124,13.97168944053527
886,232.45874765870238,5.500754026795718
703,234.95743208184456,10.455396871342103
157,220.6973032046765,15.989528520512492
445,237.8984288245568,17.305662611734597
840,237.20253632835846,9.697429922259236
573,229.14864195547415,16.97889908574127
216,227.8233953216076,19.51633815655083
929,225.4591874971263,17.853109041126412
890,229.53353656660738,6.764659822389878
226,220.88753327066473,16.095954981283107
492,237.04387066694017,9.79500248660817
740,220.7084473683709,19.82623984118115
157,226.58102730739742,12.280384747398307
733,238.6317897663798,6.836508475384115
612,234.70425309046905,15.877783220410862
850,225.62781921155053,9.845167975793208
901,225.0529818792177,19.956172356224926
195,220.10164279636052,19.696736867817826
737,233.914285856995,14.84201027030871
217,220.97567163346346,6.947396734275763
659,230.65205038801525,15.302914965125435
700,239.242439451841,6.395457296900409
587,222.1893772010891,5.440462386535884
336,237.88959861936135,17.34437669332229
984,239.82950670290097,8.146294215255221
996,221.2303405247847,10.685406893286462
371,237.65812538274923,19.6018608496426
288,230.32158040887234,10.05260752791655
803,238.1302743888916,9.44734671924973
546,231.42637883839149,18.773119994341627
680,233.24224020213128,6.661226679784372
889,230.875578159948,16.393736151719477
960,237.28985760614697,19.82098349979161
346,234.67819837907405,18.519440161619734
175,230.4252062436083,14.775018780596389
253,237.36321608103094,9.71091192489098
755,224.9057106451067,8.814829717674751
534,223.1468131940505,17.288826573071916
185,223.20800210660144,18.197328709275432
796,226.68017757490475,12.881523688185393
384,224.77380062602035,8.665099111796993
319,238.60180701019476,6.694148126167603
168,222.11668187657168,6.307692017477468
146,233.97981476079175,15.786161710307834
193,223.78443079570013,11.301780917715874
849,237.63274265540701,18.580398114168055
552,239.22630576369815,16.095069510901453
303,229.30940017539967,7.868906268718801
317,237.58142960456263,14.206661282235485
573,220.1029034150943,11.53258181597239
531,236.398938348162,13.658745961529196
440,224.57250323049848,16.071036850077757
650,238.17402618538736,17.09293821505686
711,220.0224022296022,17.656059896100864
388,231.12363470079515,8.80962311858037
353,235.13271607569868,5.466733998760366
833,225.17376661395815,16.089421027471598
456,223.86265729174585,6.595155893836619
122,221.6819644893597,9.723793829194515
861,226.52867153006585,5.057257011865207
621,231.19688624617658,15.2250422360243
857,222.31687713560515,7.506980172068319
936,227.53390723973598,14.829236145374873
199,220.1814480930545,19.876139257517583
901,236.37358840999684,6.090063074150244
279,222.56897436186384,6.156170179271911
322,225.66685896531163,10.105701390000124
861,220.36855437476436,17.99579771377013
758,228.64481567785026,8.232948031869977
541,236.80243005482438,10.405667298955214
707,227.84302422890394,6.027581099404694
868,223.58994646847665,16.447329368883338
424,235.07397668101038,11.124595141391767
615,235.77613963741487,16.388730995912642
115,223.47506950615133,18.55411766520193
891,235.4170821708198,8.491447206519332
435,238.94595776512676,17.110940455099268
858,223.32755173864544,5.886408351173799
357,235.4196858506427,18.48271082270371
596,234.1714400920526,14.76152821338121
995,229.47147776870176,18.113400862075274
259,221.15840921117598,5.002825993348728
574,221.49388835515708,7.536216055339888
951,237.04829318397296,10.84639081139738
763,239.80296745501295,10.69254355062078
789,233.52104514373508,8.40095574385266
